;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;Bank deposit(target);n_marital;b_default;b_housing;b_loan;n_poutcome;b_deposit
2481;59;management;married;tertiary;no;0.0;no;no;cellular;27.0;aug;87.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2482;59;blue-collar;married;primary;no;699.0;no;no;cellular;27.0;aug;88.0;6.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2483;59;technician;divorced;secondary;no;330.0;no;no;cellular;27.0;aug;27.0;5.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2484;59;retired;married;primary;no;213.0;no;no;cellular;27.0;aug;184.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2485;59;management;married;tertiary;no;1585.0;no;no;telephone;28.0;aug;91.0;5.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2486;59;management;divorced;tertiary;no;866.0;no;no;cellular;28.0;aug;46.0;3.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2487;59;management;divorced;tertiary;no;51.0;no;no;cellular;28.0;aug;129.0;2.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2488;59;retired;married;secondary;no;1887.0;no;no;cellular;28.0;aug;88.0;8.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2489;59;retired;married;secondary;no;0.0;no;no;cellular;28.0;aug;23.0;15.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2490;59;retired;married;secondary;no;0.0;no;no;cellular;28.0;aug;359.0;7.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2491;59;retired;married;secondary;no;82.0;no;no;cellular;28.0;aug;308.0;6.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2492;59;retired;married;primary;no;1425.0;yes;no;cellular;28.0;aug;299.0;3.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2493;59;retired;married;primary;no;4450.0;no;no;cellular;28.0;aug;106.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2494;59;technician;divorced;secondary;no;0.0;no;no;cellular;29.0;aug;126.0;2.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2495;59;retired;married;secondary;no;374.0;no;no;cellular;29.0;aug;272.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2496;59;self-employed;married;tertiary;no;1059.0;no;no;cellular;29.0;aug;103.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2497;59;technician;divorced;secondary;no;2595.0;yes;no;cellular;29.0;aug;398.0;2.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
2498;59;technician;married;secondary;no;0.0;no;no;cellular;29.0;aug;62.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2499;59;housemaid;married;primary;no;418.0;no;no;cellular;29.0;aug;300.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2500;59;blue-collar;married;primary;no;1227.0;no;no;cellular;29.0;aug;89.0;5.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2501;59;management;divorced;tertiary;no;258.0;yes;no;telephone;29.0;oct;266.0;1.0;-1.0;0.0;unknown;yes;-1;False;True;False;0;True
2502;59;retired;divorced;secondary;no;1026.0;no;no;unknown;5.0;nov;669.0;1.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
2503;59;technician;married;tertiary;no;6573.0;yes;no;telephone;10.0;nov;4918.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2504;59;housemaid;married;tertiary;no;0.0;no;no;telephone;13.0;nov;494.0;1.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
2505;59;admin.;married;secondary;no;231.0;no;yes;cellular;17.0;nov;59.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2506;59;technician;single;secondary;no;6284.0;yes;no;cellular;17.0;nov;41.0;1.0;-1.0;0.0;unknown;no;0;False;True;False;0;False
2507;59;admin.;married;unknown;no;283.0;no;yes;unknown;17.0;nov;300.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2508;59;management;married;tertiary;no;0.0;no;no;cellular;17.0;nov;90.0;2.0;110.0;2.0;failure;no;1;False;False;False;-1;False
2509;59;retired;married;tertiary;no;135.0;yes;no;unknown;17.0;nov;94.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2510;59;retired;divorced;secondary;no;514.0;yes;no;cellular;17.0;nov;573.0;1.0;188.0;1.0;other;no;-1;False;True;False;0;False
2511;59;management;married;primary;no;252.0;yes;yes;cellular;17.0;nov;138.0;1.0;175.0;2.0;failure;no;1;False;True;True;-1;False
2512;59;management;married;tertiary;no;1783.0;no;yes;cellular;17.0;nov;540.0;2.0;-1.0;0.0;unknown;yes;1;False;False;True;0;True
2513;59;self-employed;married;tertiary;no;34247.0;yes;no;cellular;17.0;nov;66.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2514;59;management;divorced;tertiary;no;3552.0;yes;no;cellular;17.0;nov;690.0;1.0;123.0;7.0;other;no;-1;False;True;False;0;False
2515;59;management;married;tertiary;no;3640.0;no;no;cellular;17.0;nov;226.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2516;59;admin.;married;secondary;no;2145.0;no;no;telephone;17.0;nov;273.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2517;59;self-employed;married;secondary;no;201.0;no;no;cellular;18.0;nov;117.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2518;59;blue-collar;married;primary;no;162.0;no;no;telephone;18.0;nov;140.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2519;59;management;married;tertiary;no;63.0;no;no;telephone;18.0;nov;89.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2520;59;retired;married;secondary;no;306.0;no;yes;cellular;18.0;nov;121.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2521;59;entrepreneur;married;secondary;no;2429.0;no;yes;cellular;18.0;nov;79.0;2.0;182.0;7.0;failure;no;1;False;False;True;-1;False
2522;59;blue-collar;married;primary;no;14.0;yes;yes;cellular;18.0;nov;319.0;2.0;182.0;1.0;failure;no;1;False;True;True;-1;False
2523;59;entrepreneur;married;primary;no;222.0;no;no;cellular;18.0;nov;97.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2524;59;retired;married;tertiary;no;538.0;no;no;cellular;18.0;nov;48.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2525;59;blue-collar;married;primary;no;0.0;no;no;cellular;18.0;nov;167.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2526;59;technician;divorced;secondary;no;797.0;yes;no;cellular;18.0;nov;319.0;2.0;165.0;2.0;failure;no;-1;False;True;False;-1;False
2527;59;housemaid;single;secondary;no;26172.0;no;no;cellular;18.0;nov;54.0;2.0;-1.0;0.0;unknown;no;0;False;False;False;0;False
2528;59;entrepreneur;married;tertiary;no;1553.0;no;yes;cellular;18.0;nov;79.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2529;59;retired;married;tertiary;no;4589.0;no;no;cellular;18.0;nov;94.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2530;59;management;married;tertiary;no;3969.0;no;no;cellular;18.0;nov;464.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2531;59;entrepreneur;married;primary;no;124.0;yes;no;cellular;18.0;nov;531.0;3.0;134.0;7.0;failure;no;1;False;True;False;-1;False
2532;59;management;married;secondary;no;7623.0;yes;no;cellular;18.0;nov;84.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2533;59;blue-collar;married;secondary;no;16869.0;no;no;cellular;19.0;nov;107.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2534;59;management;married;unknown;no;3428.0;yes;yes;cellular;19.0;nov;103.0;1.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
2535;59;housemaid;married;primary;no;935.0;yes;no;cellular;19.0;nov;103.0;3.0;166.0;2.0;failure;no;1;False;True;False;-1;False
2536;59;retired;married;secondary;no;32948.0;no;no;cellular;19.0;nov;243.0;1.0;174.0;2.0;failure;no;1;False;False;False;-1;False
2537;59;retired;married;secondary;no;2291.0;no;yes;cellular;19.0;nov;190.0;1.0;128.0;3.0;failure;no;1;False;False;True;-1;False
2538;59;retired;married;primary;no;741.0;no;no;cellular;19.0;nov;194.0;2.0;152.0;2.0;failure;no;1;False;False;False;-1;False
2539;59;management;married;tertiary;no;1881.0;no;no;cellular;19.0;nov;456.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2540;59;management;married;primary;no;2769.0;yes;no;cellular;19.0;nov;104.0;1.0;131.0;2.0;failure;no;1;False;True;False;-1;False
2541;59;management;married;tertiary;no;10114.0;no;no;cellular;19.0;nov;596.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2542;59;retired;divorced;secondary;no;21.0;yes;no;telephone;19.0;nov;121.0;2.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
2543;59;entrepreneur;married;primary;no;0.0;no;no;telephone;19.0;nov;207.0;2.0;153.0;1.0;failure;no;1;False;False;False;-1;False
2544;59;retired;married;secondary;no;17769.0;no;no;cellular;19.0;nov;322.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2545;59;retired;married;secondary;no;667.0;no;no;cellular;20.0;nov;486.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2546;59;management;divorced;secondary;no;1175.0;yes;no;cellular;20.0;nov;228.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
2547;59;management;married;tertiary;no;98417.0;no;no;telephone;20.0;nov;145.0;5.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2548;59;retired;married;secondary;no;11.0;no;no;cellular;20.0;nov;318.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2549;59;admin.;married;secondary;no;1473.0;no;no;telephone;20.0;nov;106.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2550;59;blue-collar;divorced;secondary;no;4190.0;yes;no;cellular;20.0;nov;221.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
2551;59;unemployed;married;primary;no;13836.0;no;no;telephone;20.0;nov;733.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2552;59;technician;divorced;secondary;no;2396.0;no;no;cellular;20.0;nov;488.0;1.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
2553;59;retired;married;secondary;no;6888.0;no;no;telephone;20.0;nov;1025.0;2.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
2554;59;management;married;secondary;no;1083.0;no;no;cellular;20.0;nov;125.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2555;59;retired;married;secondary;no;0.0;no;no;cellular;20.0;nov;363.0;2.0;100.0;6.0;other;no;1;False;False;False;0;False
2556;59;retired;married;secondary;no;644.0;no;no;telephone;20.0;nov;547.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2557;59;management;divorced;tertiary;no;17056.0;yes;no;cellular;20.0;nov;470.0;2.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
2558;59;technician;married;secondary;no;4263.0;no;yes;cellular;20.0;nov;426.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2559;59;retired;married;secondary;no;2467.0;no;no;cellular;20.0;nov;972.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2560;59;blue-collar;single;secondary;no;12270.0;no;no;cellular;20.0;nov;180.0;2.0;-1.0;0.0;unknown;no;0;False;False;False;0;False
2561;59;technician;married;secondary;no;2034.0;no;no;cellular;20.0;nov;218.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2562;59;management;married;tertiary;no;5314.0;no;no;cellular;20.0;nov;116.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2563;59;retired;married;secondary;no;1896.0;no;no;telephone;20.0;nov;134.0;9.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2564;59;management;married;tertiary;no;7049.0;no;no;cellular;21.0;nov;530.0;1.0;163.0;2.0;failure;yes;1;False;False;False;-1;True
2565;59;retired;married;secondary;no;2011.0;no;no;cellular;21.0;nov;222.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2566;59;retired;married;tertiary;no;41242.0;no;no;cellular;21.0;nov;161.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2567;59;management;married;secondary;no;42.0;no;no;cellular;21.0;nov;40.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2568;59;management;married;tertiary;no;833.0;yes;yes;cellular;21.0;nov;311.0;1.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
2569;59;management;married;tertiary;no;261.0;yes;yes;cellular;21.0;nov;124.0;1.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
2570;59;management;divorced;tertiary;no;7813.0;yes;no;cellular;21.0;nov;75.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
2571;59;unemployed;single;primary;no;7724.0;no;no;cellular;21.0;nov;373.0;3.0;-1.0;0.0;unknown;yes;0;False;False;False;0;True
2572;59;blue-collar;married;secondary;no;10054.0;no;no;cellular;21.0;nov;175.0;3.0;100.0;6.0;failure;no;1;False;False;False;-1;False
2573;59;management;married;unknown;no;3534.0;no;no;cellular;21.0;nov;216.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2574;59;management;married;tertiary;no;20798.0;yes;no;cellular;21.0;nov;9.0;7.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2575;59;management;married;tertiary;no;2143.0;yes;no;cellular;28.0;jan;59.0;1.0;268.0;1.0;failure;no;1;False;True;False;-1;False
2576;59;services;divorced;secondary;no;1.0;yes;no;cellular;28.0;jan;602.0;1.0;253.0;5.0;other;yes;-1;False;True;False;0;True
2577;59;blue-collar;married;primary;no;8.0;no;no;telephone;28.0;jan;56.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2578;59;unemployed;married;secondary;no;309.0;no;no;cellular;28.0;jan;300.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2579;59;retired;divorced;secondary;no;914.0;no;no;cellular;28.0;jan;192.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2580;59;retired;married;primary;no;13.0;no;no;cellular;28.0;jan;384.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2581;59;retired;married;secondary;no;1066.0;yes;no;cellular;28.0;jan;273.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2582;59;retired;married;secondary;no;524.0;no;no;cellular;28.0;jan;166.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2583;59;admin.;married;secondary;no;1455.0;yes;no;cellular;28.0;jan;222.0;2.0;191.0;1.0;failure;no;1;False;True;False;-1;False
2584;59;blue-collar;married;primary;no;699.0;no;no;cellular;28.0;jan;98.0;1.0;154.0;6.0;failure;no;1;False;False;False;-1;False
2585;59;retired;divorced;secondary;no;208.0;no;yes;cellular;28.0;jan;503.0;2.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
2586;59;retired;married;secondary;no;4457.0;no;no;cellular;28.0;jan;127.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2587;59;retired;married;primary;no;-411.0;no;no;cellular;29.0;jan;225.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2588;59;management;married;tertiary;no;1857.0;no;no;cellular;29.0;jan;386.0;1.0;168.0;4.0;failure;no;1;False;False;False;-1;False
2589;59;technician;divorced;secondary;no;-296.0;no;yes;cellular;29.0;jan;34.0;1.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
2590;59;blue-collar;married;secondary;no;176.0;no;no;cellular;29.0;jan;117.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2591;59;management;married;secondary;no;1245.0;no;no;cellular;29.0;jan;285.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2592;59;management;married;tertiary;no;2365.0;no;yes;cellular;29.0;jan;36.0;1.0;188.0;4.0;failure;no;1;False;False;True;-1;False
2593;59;unknown;married;tertiary;no;499.0;no;no;cellular;29.0;jan;966.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2594;59;management;single;secondary;no;671.0;yes;yes;cellular;29.0;jan;219.0;2.0;259.0;5.0;failure;no;0;False;True;True;-1;False
2595;59;unemployed;single;unknown;no;541.0;no;no;cellular;29.0;jan;645.0;1.0;-1.0;0.0;unknown;no;0;False;False;False;0;False
2596;59;admin.;married;primary;no;879.0;yes;no;cellular;30.0;jan;126.0;5.0;259.0;7.0;failure;no;1;False;True;False;-1;False
2597;59;unemployed;married;primary;no;0.0;no;no;cellular;30.0;jan;3025.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2598;59;blue-collar;married;secondary;no;2605.0;no;no;cellular;30.0;jan;85.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2599;59;retired;divorced;tertiary;no;979.0;yes;no;cellular;2.0;feb;281.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
2600;59;retired;married;primary;no;866.0;no;yes;cellular;2.0;feb;88.0;1.0;208.0;1.0;other;no;1;False;False;True;0;False
2601;59;retired;single;secondary;no;2.0;no;no;telephone;2.0;feb;935.0;1.0;-1.0;0.0;unknown;yes;0;False;False;False;0;True
2602;59;blue-collar;married;primary;no;0.0;no;no;cellular;2.0;feb;173.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2603;59;blue-collar;married;secondary;no;410.0;yes;no;cellular;2.0;feb;136.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2604;59;management;married;tertiary;no;3401.0;no;no;cellular;2.0;feb;111.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2605;59;entrepreneur;divorced;secondary;no;0.0;no;yes;cellular;2.0;feb;69.0;2.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
2606;59;housemaid;married;primary;no;182.0;no;no;cellular;3.0;feb;133.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2607;59;technician;divorced;secondary;no;2735.0;no;no;cellular;3.0;feb;213.0;2.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2608;59;unemployed;divorced;secondary;no;2921.0;no;no;telephone;3.0;feb;251.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2609;59;unemployed;divorced;secondary;no;44134.0;no;no;cellular;3.0;feb;117.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2610;59;retired;divorced;secondary;no;514.0;no;no;cellular;3.0;feb;261.0;1.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
2611;59;unknown;married;primary;no;282.0;no;no;cellular;3.0;feb;301.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2612;59;management;single;tertiary;no;705.0;no;no;cellular;3.0;feb;537.0;4.0;-1.0;0.0;unknown;no;0;False;False;False;0;False
2613;59;admin.;married;secondary;no;1089.0;no;no;telephone;3.0;feb;264.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2614;59;technician;married;secondary;no;1866.0;no;no;telephone;3.0;feb;288.0;2.0;215.0;1.0;other;no;1;False;False;False;0;False
2615;59;management;married;tertiary;no;5956.0;no;no;cellular;3.0;feb;541.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2616;59;retired;married;tertiary;no;941.0;no;yes;cellular;4.0;feb;231.0;1.0;210.0;1.0;failure;no;1;False;False;True;-1;False
2617;59;unemployed;single;secondary;no;865.0;no;no;cellular;4.0;feb;1086.0;1.0;-1.0;0.0;unknown;no;0;False;False;False;0;False
2618;59;management;divorced;tertiary;yes;0.0;no;no;cellular;4.0;feb;47.0;2.0;-1.0;0.0;unknown;no;-1;True;False;False;0;False
2619;59;unemployed;married;secondary;no;4497.0;yes;no;cellular;4.0;feb;213.0;1.0;251.0;1.0;failure;no;1;False;True;False;-1;False
2620;59;self-employed;married;tertiary;no;185.0;no;no;cellular;4.0;feb;283.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2621;59;unemployed;married;secondary;no;729.0;no;no;cellular;4.0;feb;99.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2622;59;blue-collar;married;primary;no;616.0;no;no;cellular;4.0;feb;253.0;3.0;215.0;2.0;other;no;1;False;False;False;0;False
2623;59;retired;divorced;secondary;no;479.0;no;no;cellular;4.0;feb;37.0;5.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2624;59;blue-collar;divorced;secondary;no;1774.0;no;yes;cellular;5.0;feb;14.0;9.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
2625;59;retired;married;secondary;no;242.0;no;yes;cellular;5.0;feb;17.0;10.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2626;59;unemployed;married;primary;no;19102.0;no;no;cellular;5.0;feb;462.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2627;59;blue-collar;married;primary;no;99.0;yes;no;cellular;5.0;feb;43.0;1.0;261.0;3.0;failure;no;1;False;True;False;-1;False
2628;59;retired;divorced;primary;no;7179.0;no;no;cellular;5.0;feb;150.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2629;59;unemployed;married;secondary;no;2740.0;no;no;cellular;5.0;feb;130.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2630;59;technician;married;secondary;no;2613.0;no;no;cellular;5.0;feb;79.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2631;59;technician;married;secondary;no;201.0;no;no;cellular;5.0;feb;52.0;1.0;8.0;7.0;other;no;1;False;False;False;0;False
2632;59;technician;married;unknown;no;0.0;no;no;cellular;5.0;feb;214.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2633;59;self-employed;single;primary;no;0.0;yes;no;telephone;5.0;feb;1307.0;2.0;-1.0;0.0;unknown;no;0;False;True;False;0;False
2634;59;retired;married;primary;no;3000.0;no;yes;cellular;6.0;feb;25.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2635;59;retired;divorced;tertiary;no;3444.0;no;no;cellular;6.0;feb;241.0;2.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
2636;59;unemployed;married;secondary;no;1226.0;no;no;cellular;6.0;feb;270.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2637;59;services;married;secondary;no;968.0;no;no;cellular;9.0;feb;105.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2638;59;retired;married;primary;no;413.0;yes;yes;cellular;9.0;feb;109.0;5.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
2639;59;blue-collar;married;primary;no;1723.0;no;no;cellular;10.0;feb;39.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2640;59;management;married;tertiary;no;1831.0;no;no;cellular;17.0;feb;122.0;1.0;92.0;1.0;failure;no;1;False;False;False;-1;False
2641;59;retired;married;secondary;no;26.0;no;no;cellular;18.0;feb;92.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2642;59;unemployed;married;secondary;no;1047.0;no;no;cellular;18.0;feb;83.0;3.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
2643;59;management;married;unknown;no;8674.0;no;no;cellular;5.0;mar;64.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2644;59;unemployed;married;secondary;no;0.0;no;no;cellular;11.0;mar;74.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
