;Title;Number of review;Catagory;Reveiw Comment;Popular food;Online Order;n_Online Order
706;Rocco Steakhouse;214;Italian, Seafood;“We also tried the Tuna Tartar and Smoked Salmon appetizers, and the fish coul...”;falafel;Yes;1
707;Sushi Yasaka;281;Japanese, Sushi;“Fantastic Sushi with Great Service!”;dumplings;Yes;1
708;12 Chairs;262;Mediterranean, Middle Eastern;“The baba, lebneh, and falafel were my favorite apps.”;burger;Yes;1
709;Tim Ho Wan East Village;207;Chinese, Asian;“Super dumplings!”;tuna;Yes;1
710;Bareburger - The Village;258;American, Bar;“... “ eat burger without feeling guilty...”;tuna;Yes;1
711;Docks Oyster Bar NYC;650;American, Seafood;“I wanted more, I added the spicy tuna roll and another rose to the mix.”;noodles;Yes;1
712;Almond;298;American;“Good Moules Frites”;tiramisu;Yes;1
713;Pret A Manger;280;American, Cafe;“Solid quality and good value”;Greek;Yes;1
714;cafeteria;723;American, Bar;“Love Fried Chicken and Waffle”;bibimbap;Yes;1
715;Vestry;24;Chinese, Asian;“The tuna toast !”;steak;Yes;1
716;Kung Fu Kitchen;204;Croatian, Italian;“Amazing noodles place”;pancakes;Yes;1
717;Villa Berulia Restaurant;182;Seafood, Mediterranean;“The tiramisu was made in house and the...”;pasta;Yes;1
718;Kellari Taverna NY;924;American, Cafe;“Go to Killari for a special, delectable take on fine Greek cuisine!”;band;Yes;1
719;Mudspot;137;Asian, Korean;“HIDDEN GEM NEAR UKRAINIAN VILLAGE”;Rack of Lamb;Yes;1
720;Cho Dang Gol;326;Steakhouse, American;“... shout-out to the stone pot bibimbap with bulgogi, which was probably the ...”;risotto;Yes;1
721;Tabernacle Steakhouse;7;American, Cafe;“My steak was delectable and cooked to perfection.”;Mac and Cheese;Yes;1
722;Astro Restaurant;855;Italian, Pizza;“My pancakes were great.”;mac and cheese;Yes;1
723;Il Buco;539;American, Bar;“... made the pasta taste even better an...”;chicken enchiladas;Yes;1
724;230 Fifth;4,039;American, Bar;“They put a “under 21” wrist band on our...”;meatballs;No;0
725;Route 66 Cafe;392;American, Gastropub;“Good breakfast”;cobb salad;No;0
726;Joseph Leonard;208;Chinese, Steakhouse;“Excellent Sunday brunch after a Whitney...”;vegan;No;0
727;Brooklyn Chop House - Times Square;3;Italian, American;“Worth the price”;No;No;0
728;Giorgio's of Gramercy;267;Italian;“The Rack of Lamb was delicious.”;No;No;0
729;Cellini;426;American;“We enjoyed a delicious meal encompassing octopus, prosciutto, tuna, risotto,...”;No;No;0
730;Sylvia's Restaurant;2,112;American, Bar;“... were the restaurant’s legendary Mac and Cheese, and a very rich coleslaw.”;No;No;0
731;Fred's;354;Italian;“... had mac and cheese, both were delic...”;No;No;0
732;Paesano of Mulberry Street;794;Pizza, Italian;“lunch in manhattan”;No;No;0
733;Stone Bridge Pizza & Salad;41;Mexican, Latin;“Good, not typical NY slice”;No;No;0
734;El Vez and Burrito Bar;346;Italian;“We ordered the gwac, carnitas tacos and the chicken enchiladas.”;No;No;0
735;Casa D'Angelo;692;American, Bar;“The rigatoni with meatballs was outstan...”;No;No;0
736;Beer Authority;865;American, Cafe;“We had wings and cobb salad one day and post matinee libations.”;No;No;0
737;The Butcher's Daughter;813;Italian;“... with the most special birthday vegan toast (see picture) and it literally...”;No;No;0
738;Caffe Palermo;581;American;“Tasty cannolis”;No;No;0
739;Brickyard craft kitchen & beer;No;American;No;No;No;0
740;Tabernacle Steakhouse;7;Steakhouse, American;“My steak was delectable and cooked to perfection.”;steak;Yes;1
741;Ritz Diner;427;American, Diner;“The fries are great with ketchup, and the French toast is absolutely AMAZING!”;French toast;Yes;1
742;Wagamama;266;Japanese, Asian;“Very good made to order asian food..Dep...”;asian food;Yes;1
743;Chazz Palminteri Italian Restaurant;277;Seafood, Italian;“Homemade spinach fettuccine pasta sauteed with lobster tail, scallops, and sh...”;scallops;Yes;1
744;Bocado Wine Bar & Restaurant;213;American, Bar;“Surprisingly tasty”;sandwiches;Yes;1
745;The Irish American Pub;329;American, Irish;“... ideal, with a good selection of sandwiches and more substantial meals.”;ribeye;Yes;1
746;Benjamin Steakhouse;2,490;Seafood, Soups;“I had a ribeye steak which was excellent quality meat, beautifully cooked and...”;Great pub;Yes;1
747;Rosa Mexicano;480;Mexican, Latin;“Tasty Mexican lunch near Union Square!”;beans;Yes;1
748;Pret A Manger;217;Cafe, Fast Food;“Such a relief!”;Tuna;Yes;1
749;Circo;521;Italian;“its closed so sad... tried to go the...”;tacos;Yes;1
750;Playwright Irish Pub;741;American, Irish;“Great pub with amazing food”;Cheesecake;Yes;1
751;Mad Dog & Beans Mexican Cantina;320;Mexican, Latin;“Mad Dog & beans Great food and drink at reasonable prices”;fried rice;Yes;1
752;Stone Bridge Pizza & Salad;41;Pizza, Italian;“Good, not typical NY slice”;salad;Yes;1
753;Banc Cafe;182;American, Bar;“Fantastic!”;Salmon;Yes;1
754;Tout Va Bien;475;French, European;“This is lovely little restaurant.”;diner;Yes;1
755;The Grey Dog (Union Square);193;American, Cafe;“Very casual quick bite”;risotto;Yes;1
756;Saxon and Parole;312;American;“Date”;fish and chips;Yes;1
757;The Red Flame Diner;2,420;American, Diner;“Definitely a diner”;trout;Yes;1
758;Knickerbocker Bar & Grill;470;American, Steakhouse;“Beautiful steak”;pizza;Yes;1
759;Tappo;268;Italian, Pizza;“Good, but can do better in NYC”;No;Yes;1
760;TAO Uptown;3,715;Sushi, Asian;“We shared 4 small plates for appetizers: Tuna Tartare, Satay Chicken, TAO Tem...”;No;Yes;1
761;Ponche Taqueria & Cantina;100;Mexican, Latin;“Best tacos on Manhattan under $20”;No;Yes;1
762;Redeye Grill;1,190;American, Seafood;“Topped all off with New York Cheesecake for me and pistachio ice cream for hu...”;No;Yes;1
763;Joe's Shanghai;1,930;Chinese, Asian;“... Kung Po chicken and special fried rice was plenty of food , and plenty to...”;No;Yes;1
764;Salumeria Rosi;400;Italian, Pizza;“Food was quite good and the cheese and meats were an ideal meal with salad.”;No;Yes;1
765;Serafina Time Hotel;570;Italian, Pizza;“Pre Musical dinner”;No;No;0
766;Chai Thai Kitchen;352;Thai;“Delicious meal and nice ambiance”;No;No;0
767;Upstate;143;Seafood;“... with Uni and Salmon Roe ($23) from ...”;No;No;0
768;Jack's Wife Freda;198;American, Mediterranean;“The menu is gourmet bistro-ish and diner expansive, it would appeal to everyo...”;No;No;0
769;Kashkaval Garden;153;Canadian, International;“Great Find!”;No;No;0
770;Miss Mamie's Spoonbread Too;102;American, Caribbean;“Southern classics”;No;No;0
771;Friend of a Farmer;536;American;“A Crowd Pleaser”;No;No;0
772;Risotteria Melotti NYC;193;Italian, Mediterranean;“Delicious risotto, and everything's glu...”;No;No;0
773;Connolly's Pub & Restaurant;180;Irish, Bar;“My husband got fish and chips and said...”;No;No;0
774;Employees Only;428;American, Bar;“The tartare was prepared tableside and the porterhouse pork chop and trout we...”;No;No;0
775;JG Melon;863;American;“Great chili”;No;No;0
776;Motorino;48;Italian, Pizza;“Delicious thin crust pizza”;No;No;0
777;Lupa Osteria Romana;983;Italian, Romana;“We had a wonderful dinner at Lupa, spaghetti carbonara and the garganelli bol...”;carbonara;Yes;1
778;Le Gigot;179;French, European;“... spinach soup, duck confit, and stea...”;duck;Yes;1
779;Brooklyn Diner;2,931;American, Diner;“Had eggs Benedict with salmon then pancakes!”;pancakes;Yes;1
780;The Grand Tier;353;American;“An Amusing Spectacle for Dinner”;baked potato;Yes;1
781;Uncle Jack’s Steakhouse Westside;691;Seafood, American;“... side oder of nicely done baked potato.”;Pizza;Yes;1
782;Viand Cafe;827;American, Cafe;“I tried the pastrami for the first time...”;halibut;Yes;1
783;The Marshal;323;American, Pizza;“Quite possibly the best Pizza I ever ate!”;lamb;Yes;1
784;Tony's Di Napoli;163;Italian, European;“Bellisimo”;sushi;Yes;1
785;Barbounia;407;Greek;“For the main course we had the melt in your mouth halibut and the branzini.”;filet;Yes;1
786;The Dutch;869;Seafood, American;“We had oysters and peppers for starters and chicken, lamb and duck confit for...”;ribeye;Yes;1
787;Sushi Nakazawa;297;Japanese, Sushi;“An intimate and elegant sushi omakase e...”;bar;Yes;1
788;Frankie & Johnnie's Steakhouse;371;American, Steakhouse;“I had the filet mignon mostly because i...”;pasta;Yes;1
789;Benjamin Steakhouse;2,490;Seafood, Soups;“I had a ribeye steak which was excellent quality meat, beautifully cooked and...”;steak;Yes;1
790;Lips;349;American, Bar;“They could do with some bar runners whe...”;nachos;Yes;1
791;Sardi's Restaurant;2,093;Italian, American;“My daughter and I both stuck with pasta...”;tuna;Yes;1
792;Del Frisco's Grille;967;American, Steakhouse;“Our table ordered steak and seafood and everything was absolutely delicious!”;salad;Yes;1
793;Gotham Pizza;273;Italian, Pizza;“This is Fiorentino’s Pizza, noth Gotham”;Pancakes;Yes;1
794;SeaHorse;254;American, Southwestern;“We ate lite this night but we saw killer nachos going to another table.”;pork;Yes;1
795;David Burke Tavern;114;American, Steakhouse;“Highlights were the tuna tartare appetizer and the salmon entree.”;Steak;Yes;1
796;Bond 45 Italian Kitchen & Bar;1,531;Italian;“The burrata caprese salad was amazing, the homemade burrata mozzarella was un...”;sandwiches;Yes;1
797;Greek Kitchen;287;Mediterranean, Greek;“Enjoyable evening”;salmon;Yes;1
798;Square Diner;229;American, Cafe;“Delicious Gluten Free Pancakes and Coffee”;pint;Yes;1
799;Rosa Mexicano;1,396;Mexican, Latin;“We had soft tacos with Carnitas, duck for my wife and pork for me.”;salad;No;0
800;LAVO Italian Restaurant;971;Thai;“Busy Italian, great food and insanely...”;sushi;No;0
801;Royal 35 Steakhouse;591;American, Steakhouse;“Superb Steak, really delicious”;Bar;No;0
802;Maison Pickle;217;American, Bar;“... French Dip sandwiches and we were n...”;pasta;No;0
803;Le Pain Quotidien;1,117;American;“Excellent, quick, wide variety, well...”;Fish and Chips;No;0
804;Bryant Park Grill;1,835;American, Irish;“The table next to us ordered the salmon...”;vegetarian;No;0
805;Stout NYC;439;Italian, Pizza;“... can spend our last day in the city, we stop in for a pint before we leave.”;No;No;0
806;Obica Mozzarella Bar - Flatiron;288;Asian, Vietnamese;“My wife had the soncino (basically an avocado salad) and she loved it.”;No;No;0
807;Em Vietnamese Bistro;5;Japanese, Sushi;““Best Kept Secret in Dumbo””;No;No;0
808;Zen Ramen & Sushi;169;American, Bar;“Excellent sushi, ramen, and service.”;No;No;0
809;Fanelli Cafe;361;Italian, European;“Real American Bar-Restaurant”;No;No;0
810;Baker & Co;156;American;“Partner had spinach pasta.”;No;No;0
811;Quantum Leap Natural Food;166;Bar, Pub;“The most incredible vegan food in a New...”;No;No;0
812;Tir na Nog, 31st St;292;Indian;“... and good old fashioned Fish and Chips.”;No;No;0
813;Saar Indian Bistro;98;Indian;“We had a party of four and ordered three entrees to share and one vegetarian...”;No;No;0
814;Miss Mamie's Spoonbread Too;102;American, Caribbean;“Southern classics”;French toast;Yes;1
815;Lexington Brass;825;American, Bar;“The French toast was so tasty.”;salmon;Yes;1
816;Cafe Un Deux Trois;1,693;French, Cafe;“Chicken cordon bleu and salmon entrees...”;pancakes;Yes;1
817;Please Don't Tell;489;American, Bar;“A Secret Hideaway”;Bar;Yes;1
818;Sarabeth's;738;American, International;“... basket, quiche, ricotta pancakes.”;French toast;Yes;1
819;Judge Roy Bean Public House;164;American, Bar;“Really Does Feel Like A Neighborhood Bar”;salad;Yes;1
820;Greek From Greece;19;Greek, Cafe;“We had some delicious French toast with...”;bar;Yes;1
821;Baekjeong NYC;264;Barbecue, Asian;“Fun way to celebrate 21st birthday”;veal;Yes;1
822;Caviar Russe;139;American, Deli;“DON'T THINK TWICE - This is the place for...”;guac;Yes;1
823;Ben's Kosher Delicatessen Restaurant & Caterers - Manhattan;957;European, Soups;“... with Matzoh ball soup and the three cold meat platter with potato salad.”;sandwiches;Yes;1
824;Le Pain Quotidien;1,147;American, Bar;“Excellent Choice!”;French onion soup;Yes;1
825;Beer Culture;195;Asian, Korean;“It's a small cozy bar next to the Al Hirschfield Theater so it's a great plac...”;lobster bisque;Yes;1
826;KOBA Korean Bbq;5;American, European;"“Great food ; good price”";spaghetti and meatballs;Yes;1
827;The Clocktower;370;American, Diner;“Good English breakfast”;pasta;Yes;1
828;Empire Diner;444;Italian;“It was ok”;Shawarma;Yes;1
829;Arno Ristorante;424;Italian;“For the main course, we went for veal.”;wings;Yes;1
830;Peasant;378;French, American;“unpretentious, but great”;Korean BBQ;Yes;1
831;Nice Matin;948;Italian, Mediterranean;“Quality brunch spot on UWS”;Pizza;No;0
832;Allora Fifth Ave;9;Mediterranean;“Good experience for dinner”;tuna;No;0
833;Alta;451;Mexican, Latin;“Top tapas”;No;No;0
834;Dos Caminos;459;French, Bar;“Outstanding guac, better service!”;No;No;0
835;Maison Harlem;184;American, Cafe;“Loved this place”;No;No;0
836;Cafe Manhattan;180;Japanese, American;“... to order sandwiches, sushi, pizza, ...”;No;No;0
837;Rue 57;2,541;Steakhouse, Bar;“We had a French onion soup,eggs Benedic...”;No;No;0
838;Sea Fire Grill;1,137;American, Bar;“The lobster bisque was velvety and luscious.”;No;No;0
839;The Malt House FiDi;269;Italian;“YUM!”;No;No;0
840;Lido Harlem;219;Italian, Pizza;“Ordered the spaghetti and meatballs and the French toast with a side of bacon.”;No;No;0
841;IL Buco Alimentari;438;Mediterranean, Wine Bar;“Amazing pizza and pasta”;No;No;0
842;Shuka;118;American, Steakhouse;“The Shawarma plate is tasty as hell and the zucchini also have a special tast...”;No;No;0
843;Wollensky's Grill;318;Italian;“Nice meal celebrating a 21st birthday”;No;No;0
844;Katherine;111;Mexican, Southwestern;“Best cocktails”;No;No;0
845;MEXiCUE;203;American, Irish;“Organic Corn Tortillas FTW! Great fish...”;No;No;0
846;Playwright Celtic Pub;970;French;“We got wings and chicken tenders and th...”;No;No;0
847;Bar Boulud;925;Korean;“Perfect Pre Lincoln Center Dinner”;No;No;0
848;Miss Korea BBQ;616;Pizza;“One of the best Korean BBQ spots in nyc”;No;No;0
849;Sacco Pizza;132;American, Steakhouse;“NYC Pizza Delicious Dozen”;No;No;0
850;David Burke Tavern;114;American, Steakhouse;“Highlights were the tuna tartare appetizer and the salmon entree.”;No;No;0
851;The Elgin;55;Pub, Gastropub;“I had the sliders and a green salad with a tasty lemony vinaigrette.”;sliders;Yes;1
852;Corner Bistro;1,092;American, Bar;“While tending to the bar, dining room, and patio, he was able to go through m...”;bar;Yes;1
853;Wondee Siam Thai Restaurant;168;Asian, Thai;“Best Pad Thai”;Pad Thai;Yes;1
854;Clement at The Peninsula New York;237;American, Contemporary;“Impeccable service , excellent martini”;sports bar;Yes;1
855;Dalton's Bar & Grill;163;Bar, Pub;“Good sports bar”;salad;Yes;1
856;Tavern on the Green;3,475;American, Bar;“... Grilled Organic Chicken Paillard with baby red mustard and arugula salad.”;ribeye;Yes;1
857;Benjamin Steakhouse;2,490;Seafood, Soups;“I had a ribeye steak which was excellent quality meat, beautifully cooked and...”;quail;Yes;1
858;Sarabeth's;544;American;“Nice Brunch”;pancakes;Yes;1
859;Babbo Ristorante e Enoteca;1,965;Italian;“The quail was good too.”;lobster tail;Yes;1
