series,series_code,country_name,country_code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"School life expectancy, tertiary, gender parity index (GPI)",UIS.SLE.56.GPI,Central Europe and the Baltics,CEB,1.11443,1.14222,1.15974,1.20905,1.25063,1.29928,1.31709,1.28876,1.30918,1.31821,1.34905,1.35314,1.36213,1.379,1.39168,1.41171,1.41825,1.45272,1.42743,1.41935,1.41277,1.40825,1.40671,1.40671
"School life expectancy, tertiary, gender parity index (GPI)",UIS.SLE.56.GPI,East Asia & Pacific,EAS,0.70124,0.72619,0.75465,0.74713,0.75126,0.74968,0.77796,0.79767,0.82916,0.8404,0.87273,0.90131,0.9122,0.944,0.98026,0.99493,1.01616,1.02771,1.13391,1.14616,1.16888,1.1743,1.18381,1.18672
"School life expectancy, tertiary, gender parity index (GPI)",UIS.SLE.56.GPI,Euro area,EMU,0.97698,1.01077,1.02645,1.03308,1.06686,1.08337,1.10731,1.13345,1.12737,1.12859,1.15325,1.16211,1.16845,1.17893,1.1836,1.18699,1.18857,1.18369,1.16439,1.16255,1.16144,1.16651,1.17488,1.17488
"School life expectancy, tertiary, gender parity index (GPI)",UIS.SLE.56.GPI,Middle East & North Africa (excluding high income),MNA,0.64431,0.65583,0.66678,0.67349,0.68216,0.69265,0.72122,0.74831,0.77721,0.80698,0.9137,0.90746,0.92836,0.96316,0.95051,1.02698,0.99454,0.98118,0.95106,0.96666,0.98583,0.98874,1.01558,1.02054
"School life expectancy, tertiary, gender parity index (GPI)",UIS.SLE.56.GPI,North America,NAC,1.27028,1.27404,1.27033,1.26815,1.28087,1.29165,1.30249,1.3119,1.31551,1.30715,1.34213,1.38199,1.37776,1.39677,1.37191,1.38334,1.37589,1.37467,1.33219,1.32873,1.31843,1.33927,1.34608,1.34608
"School life expectancy, tertiary, gender parity index (GPI)",UIS.SLE.56.GPI,OECD members,OED,1.01802,1.03934,1.04487,1.04955,1.06787,1.07122,1.0771,1.08317,1.08979,1.08449,1.13135,1.15052,1.15584,1.16724,1.16318,1.17021,1.17005,1.17319,1.15166,1.14668,1.14215,1.15083,1.1603,1.16073
"School life expectancy, tertiary, male (years)",UIS.SLE.56.M,Latin America & Caribbean,LCN,0.93364,0.92612,0.90825,0.90741,0.91528,0.9281,0.94585,0.99617,1.03333,1.07947,1.30776,1.36865,1.43639,1.52514,1.60982,1.73757,1.77245,1.84041,2.10325,2.15072,2.23711,2.27305,2.2978,2.29617
"School life expectancy, tertiary, male (years)",UIS.SLE.56.M,Europe & Central Asia,ECS,1.61771,1.6301,1.66068,1.72214,1.74535,1.81152,1.88727,1.93301,2.0082,2.08178,2.3611,2.39578,2.45476,2.50266,2.5299,2.54964,2.59453,2.6702,2.97704,3.06645,3.17752,3.24061,3.36197,3.38202
"School life expectancy, tertiary, male (years)",UIS.SLE.56.M,Europe & Central Asia (IDA & IBRD countries),TEC,1.58531,1.54209,1.49669,1.48855,1.4859,1.55085,1.62811,1.69116,1.7836,1.86706,2.26945,2.30187,2.37596,2.44613,2.48992,2.51433,2.56094,2.63194,3.01595,3.18055,3.35039,3.42191,3.60763,3.64772
"School life expectancy, tertiary, male (years)",UIS.SLE.56.M,Central Europe and the Baltics,CEB,0.87944,0.86553,0.91592,1.01015,1.0861,1.2195,1.3335,1.43732,1.61691,1.73087,2.17514,2.2732,2.37647,2.4583,2.56431,2.68924,2.76472,2.78242,2.44818,2.39063,2.37514,2.37899,2.38644,2.38644
"School life expectancy, tertiary, male (years)",UIS.SLE.56.M,East Asia & Pacific,EAS,0.40777,0.41153,0.43689,0.48446,0.53653,0.58862,0.65213,0.67448,0.72311,0.77799,1.02221,1.08421,1.13262,1.17561,1.19743,1.23555,1.2985,1.37868,1.88412,1.99548,2.03986,2.06037,2.08635,2.163
"School life expectancy, tertiary, male (years)",UIS.SLE.56.M,Euro area,EMU,1.74552,1.81661,1.93962,2.08927,2.13073,2.20146,2.28018,2.32509,2.33298,2.37935,2.50015,2.55462,2.59781,2.61456,2.61496,2.64584,2.67988,2.75932,3.06926,3.08317,3.13425,3.20147,3.26229,3.26229
"School life expectancy, tertiary, male (years)",UIS.SLE.56.M,Middle East & North Africa (excluding high income),MNA,0.74211,0.7792,0.82685,0.86377,0.90653,0.97351,1.01028,1.03941,1.08603,1.07869,1.08485,1.16122,1.20974,1.23504,1.33123,1.38186,1.42718,1.51099,1.79934,1.84499,1.8326,1.84783,1.81624,1.82257
"School life expectancy, tertiary, male (years)",UIS.SLE.56.M,North America,NAC,3.32901,3.51482,3.54414,3.54204,3.52851,3.49209,3.27371,3.05954,3.09905,2.63131,3.09544,3.09334,3.11621,3.16295,3.20838,3.27487,3.40382,3.5814,3.45512,3.42948,3.41808,3.37469,3.3618,3.3618
"School life expectancy, tertiary, male (years)",UIS.SLE.56.M,OECD members,OED,1.79486,1.86633,1.95691,2.03715,2.0837,2.15687,2.21269,2.1919,2.27089,2.20315,2.45297,2.4859,2.53165,2.58616,2.63835,2.70053,2.79018,2.91798,3.10638,3.15392,3.25352,3.2847,3.30667,3.30871
Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,Central Europe and the Baltics,CEB,99.47651,99.42211,99.37001,99.27124,99.14216,99.10898,98.53492,98.9389,98.87169,98.76335,98.6278,99.11709,99.07772,99.19147,99.28031,99.23336,99.21034,99.18386,99.02546,98.96043,98.82537,98.85204,98.80573,98.8056
Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,East Asia & Pacific,EAS,95.5325,94.47856,95.06054,94.54435,94.93022,95.3891,94.89376,95.50787,95.56549,95.17294,95.06182,95.07947,94.93492,97.58721,97.431,97.3191,97.22961,96.91746,96.98471,96.84958,97.12381,97.07346,97.01787,97.05655
Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,Euro area,EMU,93.8649,93.87164,93.81557,92.62165,92.63691,92.79596,93.38352,92.91232,92.34544,92.66397,93.90853,93.97295,94.03685,94.10871,94.22086,94.24729,94.41529,94.59839,94.49022,94.71221,94.96937,95.07816,95.23372,95.24533
Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,Middle East & North Africa (excluding high income),MNA,57.80808,61.18909,61.59377,64.99111,66.09283,67.33056,70.42577,72.09981,73.68749,75.59739,79.58102,81.04773,82.5882,82.73002,85.13173,86.73959,84.81645,86.16519,88.71391,88.89133,89.39026,89.17061,88.62564,90.26467
